imp,feature
-1.0359702313284304e-05,227689_1
-3.018583210832964e-05,229014_1
2.142812239996444e-06,227975_1
4.570687478148216e-06,229632_1
0.0,225173_1
-2.032924396778946e-06,225928_1
-3.222731740411324e-05,229012_1
-3.557937801151986e-05,229062_1
-3.809223580192449e-07,227524_1
0.0,221689_1
-3.0717376197084807e-06,225801_1
-1.6428849837673916e-05,228350_1
1.6538050165875638e-05,221207_1
5.209477772311739e-06,225930_1
5.335048988184318e-06,221892_1
0.00021333095034961058,227979_1
-1.552383994506619e-05,227528_1
0.0,226027_1
0.0,225929_1
0.0,225935_1
0.0,225934_1
0.0,225915_1
0.0,225914_1
0.0,229296_1
0.0,228355_1
0.0,228341_1
0.0,221733_1
0.0,226038_1
0.0,227973_1
0.0,227534_1
0.0,229760_1
0.0,229764_1
0.0,226877_1
0.0,228383_1
0.0,229709_1
0.0,226030_1
0.0,225937_1
-1.73666630358503e-06,224277_1
-3.21965041211298e-06,225792_1
-1.8002200717502594e-06,229351_1
-3.6656831952411274e-06,224275_1
-3.7656131626620914e-06,225402_1
-2.8771521028299943e-06,225459_1
1.7382945889428525e-06,224263_1
-3.8110466332851344e-07,224270_1
3.217434720174224e-07,225432_1
-1.6298648351040212e-06,225752_1
-1.8878146735599937e-07,224274_1
1.983939389110159e-07,224264_1
2.1231637809778318e-07,225315_1
-3.3763424402213233e-06,224276_1
-9.221897917530017e-08,229532_1
1.5296109361394548e-07,221217_1
7.051227314522743e-07,225794_1
2.3027930276408249e-07,224272_1
-1.3031979362267111e-06,224560_1
-5.529595159298669e-08,225789_1
5.385648825580833e-07,221216_1
3.9900287882365195e-07,225400_1
-7.656822175667953e-08,225817_1
-3.115359318220904e-06,225469_1
-1.6971366367019651e-06,225966_1
-2.6049254992003674e-06,224267_1
3.019668424381242e-07,224385_1
2.4943757568481213e-06,221214_1
-1.027974636813748e-06,224269_1
9.636598472666296e-08,223253_1
1.5079055357918884e-06,225401_1
1.0017054276400335e-06,225451_1
6.632790252220676e-08,225464_1
5.082159222093442e-08,225466_1
2.060557209648669e-07,225202_1
-5.911005474386407e-07,225441_1
-2.9777107644670086e-07,221255_1
6.728449975542109e-07,229581_1
1.5962460155537127e-07,228286_1
-2.6592625287068063e-07,229516_1
-7.885379254206311e-08,229525_1
-2.487197715482365e-07,229614_1
-4.906238745654469e-07,224268_1
2.5331940969859717e-07,225454_1
1.3738997261802726e-08,225203_1
2.0239539232828138e-07,221223_1
5.218493940471267e-07,228128_1
3.174272384347324e-07,229580_1
3.9940836966328367e-07,224566_1
5.993109131671059e-08,225816_1
-7.428198040135332e-09,225470_1
-1.287688265012836e-07,225814_1
-4.0800532832984697e-07,229526_1
-2.7245621120136944e-07,228129_1
-3.997667321432299e-06,227194_1
-4.253770973325149e-08,226477_1
5.5327461503935105e-09,225204_1
1.316495110908911e-07,225457_1
-4.118501079127732e-08,225439_1
1.554311260950688e-07,228130_1
-1.0494383374150903e-07,229380_1
-1.7890908628817726e-07,225433_1
0.0,229579_1
4.68440350969131e-08,225465_1
-1.9679854002720036e-07,229366_1
-3.6192075874077155e-07,225462_1
2.5521635456837014e-08,225406_1
0.0,229468_1
-4.800569312273476e-07,225802_1
1.3754944339490847e-07,227719_1
4.738822435453579e-07,225430_1
-4.456162527716357e-08,229531_1
0.0,225448_1
-3.415199938189453e-08,226124_1
0.0,224273_1
1.885182832284602e-07,225445_1
-2.4976322864302754e-07,227550_1
1.0009500815588724e-07,225427_1
5.200553747658364e-07,225399_1
-8.746691843362166e-08,225434_1
-8.55151551096952e-08,229577_1
1.1745970176970038e-08,228127_1
1.361103234814887e-07,225805_1
2.0046869563595648e-08,225205_1
-2.3626975879291577e-08,225444_1
5.491215269297157e-08,225475_1
-3.196750521864558e-08,226476_1
0.0,229523_1
3.168092441158963e-07,228125_1
-2.2899659835652938e-08,228169_1
1.6486647030546937e-09,229582_1
-1.8349890730843392e-07,225440_1
0.0,229529_1
0.0,229530_1
-1.0210959785604165e-07,229578_1
-2.4342300155910718e-08,225429_1
0.0,228136_1
-7.263889841313033e-08,225443_1
-9.918015724658645e-08,225468_1
2.3791836722057275e-08,225467_1
-2.574138442525339e-08,225447_1
-2.4004723485062086e-08,221219_1
0.0,228201_1
0.0,228202_1
-2.63893467495366e-08,225199_1
-4.491867995864728e-08,225479_1
0.0,225477_1
0.0,227712_1
-1.6649032592866308e-08,227551_1
-5.911661360443779e-08,225967_1
2.0753780704599842e-07,226475_1
-3.361322488907165e-08,229755_1
-8.020024670855841e-09,225821_1
3.72557977350714e-07,229519_1
0.0,225820_1
0.0,227715_1
0.0,227713_1
-2.7325207266892817e-08,229575_1
0.0,225460_1
-7.908867132735625e-09,229524_1
-1.217552560712702e-08,225474_1
-3.951534485435447e-08,225437_1
0.0,225476_1
2.967528737842589e-07,225461_1
-6.357491754923665e-08,229514_1
0.0,225446_1
-2.3530252533266768e-08,225436_1
-1.901195357379368e-08,225463_1
0.0,228228_1
-1.4372684764017127e-08,229298_1
-2.458806568932554e-08,229585_1
0.0,225428_1
0.0,229501_1
0.0,225449_1
0.0,225819_1
0.0,227711_1
0.0,229620_1
0.0,225450_1
0.0,227714_1
0.0,226474_1
0.0,229586_1
0.0,226236_1
0.0,229527_1
0.0,229528_1
0.0,229584_1
0.0,229576_1
0.0,228715_1
7.111742190902982e-07,226559_1
-1.0523688002358815e-05,226560_1
-1.452745465338783e-06,226599_1
-2.576748127894321e-07,226633_1
3.1940455904633607e-07,226561_1
1.0053137319765459e-07,226626_1
-1.1927003336582964e-05,226588_1
-3.856625740646726e-06,226627_1
-6.129218438216557e-07,226579_1
-7.588287667032348e-08,226631_1
-2.7923848246390218e-08,226575_1
1.4327249776781014e-10,226613_1
-1.3909501980752517e-07,226632_1
-4.848470087344956e-07,226592_1
-8.387881268225719e-07,226571_1
4.077531272291077e-07,226593_1
-1.929695352559886e-08,226595_1
1.0829400684441902e-07,227488_1
1.7239753001514005e-07,227489_1
-2.005152956390628e-06,226576_1
-7.48333405222454e-08,226564_1
-3.114130720866032e-07,226604_1
-5.463259354169219e-08,226628_1
8.156156822963489e-08,226584_1
-6.236434832140606e-07,226600_1
-1.0753908613666356e-06,226589_1
3.74889854937e-07,226583_1
-4.7075574929969916e-07,226598_1
-5.913075608693536e-08,226629_1
-2.988552446341583e-07,226567_1
-7.929419794571667e-07,226582_1
-3.5703575359757806e-07,226563_1
3.2385784497057064e-07,226573_1
-5.977422265272798e-07,226612_1
8.976622480782134e-07,227510_1
-9.423121775607178e-08,226608_1
3.3917653276694716e-07,226565_1
-5.582885560282625e-07,226597_1
1.7658438115088113e-08,226603_1
-1.3590591266396093e-07,226601_1
-1.003475220766379e-07,226602_1
-1.4388087373943851e-07,226610_1
-1.3445897693589252e-07,227701_1
6.042191256610519e-07,226625_1
1.4284769297790202e-06,226606_1
1.4311422277162145e-07,226590_1
0.0,226630_1
2.0735988416366874e-07,226580_1
-8.566843162168903e-08,226605_1
-1.457617861246511e-07,226619_1
0.0,226574_1
0.0,229413_1
-2.1865268005804102e-08,227511_1
1.333548341789627e-07,226617_1
-1.812145373404187e-08,226591_1
-2.6148049268854894e-08,226620_1
0.0,226623_1
-3.0938412883612066e-08,226621_1
0.0,226614_1
-4.974005687725202e-08,226557_1
1.1562712288161788e-07,226609_1
4.233377145158197e-08,226607_1
-3.8977582586645383e-08,226558_1
0.0,226570_1
0.0,226618_1
0.000467366864505583,220045_1
-2.4946392961016725e-05,220046_1
-0.0001468510094965963,220047_1
-0.0006083116488352922,220179_1
-0.00019580229106376708,220180_1
-0.00030478259327128667,220181_1
0.00022419806567373161,220210_1
0.000109527382208977,220245_1
6.641113480036497e-05,220274_1
-0.0002933974937034027,220277_1
3.452623615250538e-05,220292_1
0.00011027657825906113,220293_1
5.498326830513588e-05,220339_1
1.610117959908596e-05,220734_1
0.00027871411285065845,223679_1
0.00022106985878713343,223751_1
6.898401360034778e-05,223752_1
-9.106463628539635e-05,223761_1
-0.00022508646528741688,223769_1
-0.0002490974190955784,223770_1
0.00038374753541019305,223872_1
0.00021724247453863176,223873_1
0.0003880141870238378,223874_1
0.00012469207015729754,223875_1
0.00010439859568734579,223876_1
-6.0904812273216704e-05,224161_1
-1.560208280992161e-05,224162_1
0.00021998121552978383,224417_1
-0.00010555883701740076,224684_1
0.0005765165233326346,224685_1
7.502316113499902e-05,224687_1
0.00013549373559959904,224688_1
9.043473610329942e-05,224689_1
0.00023413876250761334,224690_1
9.543765665473728e-06,224691_1
0.00019234568769863693,224695_1
0.00014035930244344513,224696_1
8.965120209626813e-05,224697_1
7.498016210645284e-05,224700_1
2.555012083153257e-06,224738_1
9.588812076594988e-05,225668_1
0.0006254660152674133,226062_1
0.00030062560259861717,226063_1
-0.00018127686301625784,226253_1
-2.840952527713622e-05,227464_1
3.265818528256087e-05,229371_1
-4.501759558426351e-07,229660_1
-8.727850591533664e-05,229661_1
1.56364776663439e-05,229663_1
1.588776208478501e-05,229664_1
8.335380543765655e-06,229665_1
8.760077756251583e-05,223834_1
3.954070508000555e-05,224562_1
1.8892057920845588e-05,224846_1
2.253588241052229e-05,224916_1
1.2008050817360249e-05,224951_1
0.000233946789550604,225634_1
1.7277370920456978e-05,227429_1
5.4118127556230345e-06,227444_1
-3.001273625847716e-06,227456_1
-4.1730046237707255e-05,220228_1
-5.629197259623998e-05,220545_1
0.0001920153372450516,220546_1
0.00021628563694603165,220587_1
-0.0004835681108247994,220602_1
-4.593287788254365e-06,220615_1
8.135724445552985e-05,220621_1
-1.327584548901065e-07,220635_1
-0.00022666299969395994,220644_1
-0.0004789327918529237,220645_1
-0.0003591507162485441,224639_1
0.0003569421379393545,225612_1
0.0005909642438343774,225624_1
2.598619319366303e-05,225625_1
-3.0224885776930625e-06,225639_1
-1.7328036295344247e-05,225640_1
-8.898618011049675e-05,225641_1
1.7923686074623397e-05,225642_1
0.00020741767863779003,225643_1
5.949579440186939e-05,225677_1
6.319096542929296e-05,225690_1
0.0001278338893269037,227073_1
-1.5053714586836048e-05,227442_1
-0.00014583155802348004,227443_1
0.00044282285297940884,227445_1
-0.00010009402420246891,227457_1
0.00030681720904760857,227465_1
0.00045708249787621415,227466_1
-3.6494459109242096e-06,229356_1
-1.2349227339368247e-05,229357_1
-1.1404895338717213e-05,229358_1
3.347530528788589e-07,229359_1
-1.363088237002291e-06,229360_1
-1.2226232924441722e-07,229361_1
0.00032408234384542,220224_1
0.00011134650560698877,220227_1
0.0005171797901552858,220235_1
-0.00017713861908981037,220632_1
9.52969721140675e-05,223830_1
-7.666047267488597e-05,224828_1
0.00027044131238443495,225698_1
9.906934736068851e-05,225628_1
3.7471718879515353e-06,225637_1
6.121878477733895e-05,225638_1
1.5931870248160928e-05,227468_1
-1.0428696549424797e-05,224329_1
-5.8420622965891955e-08,224331_1
0.0002272901656496011,225806_1
-1.134111858332861e-05,225807_1
3.597645005570319e-07,225810_1
-1.1034172802479482e-05,226512_1
0.00034286819340345674,220050_1
0.00012027556759704338,220051_1
0.00017469357567409448,220052_1
-7.820225230911623e-05,220056_1
8.402040272517305e-05,220058_1
-2.254359910368632e-05,229300_1
1.5908842212034072e-05,226707_1
4.0769787083668866e-05,226730_1
1.884290894898673e-05,224917_1
1.0447960104383053e-05,224952_1
5.943525304936815e-06,225667_1
2.9449404961698647e-05,224686_1
2.8271837721327356e-05,224701_1
3.3284595277880044e-05,226537_1
-6.0212894674503386e-05,220059_1
-3.8092174230677785e-05,220060_1
-0.00016182376264751644,220063_1
-8.17076533338882e-06,220066_1
0.0002036805913462325,224309_1
0.0003082112620278656,224310_1
9.858025525978328e-05,224311_1
0.00020194982754672658,224322_1
0.000250186028515149,224652_1
0.00012734021306454215,224654_1
-0.0002473604789524169,224662_1
0.00029998818249687704,225309_1
9.019261007230019e-05,225310_1
0.00018042071058994418,225312_1
5.365217855552906e-05,225674_1
9.787365942020278e-05,225980_1
4.6830274239167505e-06,227537_1
4.889398451991914e-06,227538_1
0.0002190941154786352,228866_1
0.0001105438064423494,220074_1
9.43348289659935e-06,220581_1
-0.00015281341340740677,225672_1
0.0003511730784283357,227686_1
-6.417681663137362e-05,220061_1
-8.922271714433863e-05,220072_1
8.958464381518655e-06,220073_1
-2.0191171852048915e-05,220088_1
5.212974466362695e-05,223762_1
-0.0006808865578190013,224751_1
-7.634223849186803e-06,224753_1
-0.0001397590605695747,224755_1
-1.8941683059728768e-05,224837_1
-4.9359821181136334e-05,224838_1
-0.0008133018960737021,226534_1
-0.000592563203900205,226536_1
-0.00014241782667309344,226540_1
-0.0001510468859028553,223772_1
-0.00024198926875459873,223773_1
-9.81398582536954e-06,224661_1
-1.8970431850920637e-05,224842_1
-0.00013816129007405108,226329_1
-0.00038268858919703047,227446_1
-6.909282199716041e-07,228610_1
-5.963781510495067e-07,228611_1
1.5223013649325553e-05,228620_1
1.2177268324249434e-05,228621_1
1.8611451916755894e-05,228723_1
1.2709586298170676e-05,228724_1
0.0001434109396696487,227627_1
0.00011288345129483607,227628_1
0.00016299892422755858,227632_1
0.00014922829696248558,227634_1
1.950076192215457e-06,224563_1
3.4353503849338003e-07,224900_1
4.317583826263059e-06,224920_1
1.469651011056249e-07,224921_1
3.620951382214318e-07,224956_1
1.67971639050392e-05,227579_1
2.4513135013028678e-05,227580_1
2.899969213207476e-05,227582_1
-6.390570724048102e-05,226499_1
7.601243792394062e-05,227454_1
-0.00014086965128741875,220603_1
-2.5444005397305154e-05,220624_1
-5.452697454197352e-05,225671_1
-0.00043884693444607955,225693_1
-1.396256336237705e-06,227441_1
-8.856213404718379e-05,225636_1
0.0004499285951528145,225684_1
-5.101989088205145e-05,223958_1
-6.111610897367538e-05,223960_1
-1.5536969681947367e-05,224752_1
-8.0962340899921e-05,224754_1
-0.00013524856328527438,224421_1
8.490495136391731e-06,224422_1
-8.969102388549242e-06,228878_1
4.886856071664109e-05,227287_1
0.00014238228946848313,227463_1
6.507780151730208e-06,225695_1
4.3947450393870826e-07,228177_1
7.401701974949466e-08,228178_1
-1.6024777793634808e-05,228180_1
0.000255768376934698,227516_1
8.513819411191577e-06,225651_1
-6.675699930702468e-05,224167_1
-3.4788661628378244e-05,224643_1
-4.611535718514619e-05,227242_1
-8.799564218648686e-05,227243_1
7.849682859724152e-05,223763_1
-8.143195645438343e-05,224845_1
2.244683798784054e-06,224404_1
2.306490808081001e-06,224406_1
3.1922611404011683e-06,224418_1
2.1270987034315335e-05,220580_1
1.9268619134532566e-06,220650_1
-5.8656851063300594e-08,227647_1
-4.006540669551444e-07,227447_1
1.2038338497737702e-06,224895_1
7.568416743058509e-05,226846_1
5.669499646985117e-05,223771_1
6.859522404734238e-06,228151_1
1.0857788310683076e-05,228152_1
5.034600101589411e-07,228154_1
4.520972531304631e-05,228158_1
1.6741403334731948e-06,228159_1
2.1137972285673476e-05,227461_1
1.026321435319732e-05,224918_1
7.728071164133584e-06,224919_1
4.660563691946867e-06,224953_1
3.669759726842999e-06,224954_1
3.008547057841258e-06,224955_1
1.8536002865502994e-05,226183_1
8.045999156236016e-07,226184_1
-5.820680419502085e-06,228872_1
-5.422381766950857e-07,228873_1
-1.447552345111486e-05,229301_1
-4.4689457411876325e-06,229355_1
4.322056836112387e-06,228622_1
4.584423544214934e-06,228725_1
-1.358261610037932e-06,224366_1
-2.777676827412781e-05,227462_1
-1.909060930617122e-05,224419_1
-6.298516669281177e-05,224420_1
9.139853491330511e-08,229270_1
8.505350026379133e-05,229277_1
1.8815285831723425e-06,229280_1
-1.2560988536044303e-06,227581_1
9.198244096555478e-06,224702_1
1.1037148648538406e-05,224144_1
-3.580704495725037e-05,224149_1
-2.1134734840075713e-06,224150_1
-4.807103432983832e-05,224151_1
-1.147709908732502e-05,224152_1
3.347359372716816e-05,224153_1
0.0002486167894058824,224154_1
0.00012718151482208823,224191_1
0.00010831440684608061,225183_1
-0.0002921990321208149,226457_1
-3.740915223881585e-05,228005_1
2.1759375568038948e-05,228006_1
7.758032878326761e-07,224896_1
-1.9617323068272715e-06,227440_1
6.674576058738451e-05,228004_1
5.096568984302559e-05,229247_1
2.025396194756839e-05,229248_1
3.5406041450555606e-07,224899_1
1.8579058754228604e-05,220765_1
1.4019917180505056e-07,227989_1
2.4304676185962796e-07,224897_1
2.144588216172083e-07,224898_1
1.1388044358774828e-06,224922_1
9.104393909831408e-07,224957_1
3.2233398420904606e-06,227543_1
1.3491119796924488e-05,227187_1
8.789285750755833e-05,227470_1
7.881127290529755e-06,228368_1
2.8159220259954185e-06,228370_1
7.07309887087862e-05,228375_1
1.648212470882168e-05,228377_1
3.992420597312483e-05,224705_1
2.716486651062172e-05,224706_1
1.9084513051141307e-05,224707_1
5.755571470936618e-07,224709_1
-1.0410925980327905e-05,220194_1
1.3927035774510668e-06,228623_1
5.682537971578353e-07,228726_1
5.376484295263759e-07,228727_1
-1.3964536443614965e-05,229160_1
-2.1738749552936722e-07,224749_1
0.0002144335039728461,224750_1
1.178494770630387e-05,227546_1
2.2218630190793324e-05,227547_1
-1.7202132110128622e-07,229823_1
-4.1281734628020955e-06,229827_1
-0.0002152697872485144,229829_1
6.9230262704516314e-06,228369_1
3.951896748607637e-05,228374_1
-5.181637675634522e-05,228381_1
-0.00019971747447932632,228382_1
5.4048728275035216e-05,227455_1
2.67774443459325e-06,229761_1
3.403585938166543e-07,223768_1
4.192462445729571e-05,227717_1
0.0001331430675320702,227066_1
5.1283845921594644e-05,224145_1
2.4575103700988842e-06,227549_1
-1.6565850008363387e-06,224746_1
2.436658168188699e-06,224747_1
1.565709109167815e-08,224411_1
-9.8957202151002e-08,228613_1
1.1826429449012209e-07,228614_1
-7.133387376488348e-08,228615_1
0.0,228616_1
3.808846384975957e-07,228624_1
3.101833847875268e-08,228625_1
4.715186409955449e-07,228626_1
3.3390052278479565e-07,228728_1
9.836560199507337e-07,228729_1
-2.4234663854613573e-05,223764_1
-3.027191938529145e-05,223765_1
-3.5895063458612e-05,224645_1
-3.821517312116464e-05,224646_1
-1.928814783257735e-05,226092_1
-2.205592917243155e-05,226094_1
-5.506405321141515e-05,224359_1
2.9283431295176203e-05,229363_1
2.6001869047515314e-05,229364_1
3.4013883671846735e-06,229365_1
6.358861833778449e-06,229668_1
1.4935423858052926e-05,229669_1
2.459467385269136e-07,229671_1
4.739839851055399e-05,229677_1
1.6265069154852379e-06,229678_1
1.9919975097952107e-05,224367_1
1.6997487898424465e-05,228162_1
-5.9137194774181624e-06,225692_1
4.014694612913083e-05,223767_1
8.165702783240699e-05,227716_1
-1.336316462741074e-06,227775_1
2.3795859525027585e-07,228176_1
1.306113860944065e-07,228179_1
9.28108550610394e-06,228182_1
1.584330289684032e-06,228184_1
4.4360555068380354e-05,228185_1
-1.3449727764077683e-05,224710_1
-1.495016432966136e-05,224711_1
-1.0482949890113626e-07,228198_1
-1.9815111584284028e-05,223766_1
-1.4650777338714871e-05,224647_1
-1.1125735882695748e-05,226096_1
1.7660079008255674e-05,227469_1
-2.0724978584065382e-06,227460_1
3.2470691540905945e-07,228627_1
1.8141170574269156e-07,228628_1
2.864123331330204e-06,228730_1
3.042485563921975e-07,228731_1
2.414150411732627e-06,227451_1
-7.217584044505383e-08,229240_1
-4.067840673997762e-07,226504_1
-1.379854170286649e-06,229302_1
1.6602485507195068e-06,224166_1
1.0554326198212128e-06,228378_1
1.6575183991578297e-06,227990_1
-1.6575183991578424e-07,227991_1
6.397323933072497e-06,229626_1
1.73164905272269e-07,229627_1
2.0707439991552315e-06,224704_1
-5.840556252973231e-07,227449_1
1.8918305145981393e-06,229374_1
-1.380724631760563e-05,224728_1
-2.3931584370228458e-08,227602_1
-4.786316874045716e-09,227614_1
1.9204034534650463e-05,228379_1
3.320184246140192e-07,228618_1
1.660092123070096e-07,228629_1
2.7668202051168306e-07,228732_1
7.371439924052993e-07,227452_1
-6.826560657121798e-07,227645_1
-6.826560657121798e-07,227646_1
-6.504379974438029e-08,228189_1
-8.558394703207883e-08,228192_1
0.0,226739_1
0.0,226744_1
0.0,226745_1
0.0,226764_1
0.0,226766_1
0.0,226774_1
0.0,226778_1
1.3432105413432768e-05,227919_1
-3.3998931376219575e-06,227926_1
0.0,228617_1
-1.8040547652080575e-06,227861_1
-1.7100935795201276e-06,227867_1
-1.7288858166577087e-06,227873_1
-2.5528499972244814e-08,224901_1
1.8788345779463077e-05,227933_1
2.685895226718862e-07,220128_1
2.7120990825892487e-06,223775_1
3.2754819838034694e-06,224659_1
-4.23234798053967e-08,227450_1
-4.325334812516725e-08,229255_1
-3.3966057536029794e-05,229263_1
-8.026689077530993e-08,227448_1
-2.7135026097898417e-06,224314_1
-2.8593898468752827e-06,224315_1
-2.7135026097898417e-06,224317_1
-2.771857504624019e-06,224318_1
0.0,227453_1
-4.130745818012818e-05,222168_2
-0.00011000765154396812,223258_2
-5.86054884329786e-05,225158_2
5.606499669734691e-06,225942_2
1.7705081661185966e-05,225943_2
-0.00022559852343160175,220949_2
-3.4217210666108345e-05,225152_2
6.0478779616028574e-05,221906_2
-0.00012680196863251839,225159_2
0.00022134188763696245,225823_2
-0.0002714320454625813,225828_2
0.0001064272083310878,225168_2
-0.0002947750431155707,225825_2
0.0001310770182670031,221668_2
1.2864590357740538e-05,220950_2
1.2538967137920114e-05,229624_2
2.8452961582570203e-05,229640_2
-3.525607699003416e-07,221289_2
-0.0006893815738627853,220864_2
0.00012586917776562297,221749_2
-0.00023546914981839047,226089_2
0.0002775111374580927,221662_2
-5.2996886745342335e-06,225910_2
0.00011284646405511428,221794_2
-1.8641724621947684e-06,221986_2
4.3415277295532134e-05,221347_2
-1.1599105415947708e-07,221744_2
4.813104981523384e-05,225945_2
-3.4925278876168444e-05,227522_2
-6.0875667391943124e-05,227523_2
-0.00011259465390931876,225153_2
-9.888578565429226e-05,229420_2
-5.8616734063907095e-05,225155_2
-0.000141902069182016,222056_2
0.0003337727595498064,228340_2
-0.00013299472959828144,220970_2
3.622219437082325e-05,225944_2
1.5442222124159356e-06,220862_2
8.214333956405698e-07,225830_2
3.741848712546221e-06,228339_2
1.4250543192552974e-05,229630_2
1.2996983119777402e-05,221555_2
0.00034591517352491847,225161_2
4.040772626113625e-05,222042_2
0.0002425732547251164,222315_2
5.177226971830243e-06,227532_2
5.689600981130065e-05,225171_2
-1.4098705724731293e-05,221712_2
-0.000354634297172613,221429_2
0.0004574702147801895,229654_2
-8.423200125854814e-06,222051_2
4.787581948095708e-06,225150_2
0.0004328196668869921,221653_2
0.00013206356056746693,225170_2
0.0002171980791714185,229597_2
-1.7016643438647924e-05,221468_2
0.00011699136251487517,228351_2
-0.0005175590831153888,228315_2
-5.79704989696663e-07,225148_2
4.776687224066424e-05,228135_2
2.5711176886403785e-06,227525_2
-0.00022831373035128992,227529_2
-8.362443280121843e-07,227536_2
1.1810017005611407e-05,225151_2
7.525121921376731e-05,225916_2
4.852133845975467e-05,228367_2
-2.346039511414608e-05,229233_2
-5.539057244835869e-05,229057_2
2.3839567958200923e-06,225147_2
-4.843351485246102e-06,221319_2
1.7008721114827865e-07,225157_2
-9.720411599223378e-06,227530_2
-5.176019822837978e-05,225827_2
0.0,227520_2
0.00030459536802911587,228316_2
2.9876886340712095e-06,229234_2
8.431546532858875e-05,225941_2
-4.203498588192191e-08,227692_2
0.00016764304363329368,225917_2
-4.9057737329476296e-08,222021_2
-7.212548910058357e-05,222151_2
-6.272465596401966e-06,228359_2
6.8787678409317645e-06,227531_2
-4.810535449853505e-05,225931_2
-1.8192061552773723e-05,229011_2
3.220360470630646e-05,229010_2
-2.724146549112845e-05,228140_2
-3.6760503537750915e-06,229295_2
-6.535363998978602e-08,229013_2
2.4562719297381406e-05,229009_2
-9.20995015150215e-06,228363_2
-1.1604825123107493e-07,229639_2
7.950639490755989e-07,221833_2
-1.9346397864189932e-09,222037_2
3.8386646071134696e-05,227695_2
-1.9207792630194438e-05,225936_2
-5.9227559010105364e-05,229058_2
0.00011917098398537532,226880_2
-4.841323378334277e-05,225920_2
1.2973416485896729e-05,225154_2
-2.5626292960825224e-05,221036_2
-3.1980444163430073e-09,229066_2
-1.769699610646691e-07,221261_2
6.422130311264214e-05,229297_2
3.176898516120058e-07,229618_2
6.878962777574938e-06,222062_2
1.9250555161100576e-05,227689_2
-4.332238535534295e-05,229014_2
-1.5116303379186958e-05,227975_2
1.5114192336199174e-05,229632_2
-5.015156893699484e-06,225173_2
-1.1944868224349987e-05,225928_2
-3.784841978704526e-05,229012_2
0.0,229062_2
-3.809223580192449e-07,227524_2
-8.924682605035506e-08,221689_2
-3.0717376197084807e-06,225801_2
-1.6428849837673916e-05,228350_2
7.928319563158185e-06,221207_2
1.0321565024399384e-05,225930_2
5.335048988184318e-06,221892_2
0.00021202620028152965,227979_2
-2.3563401234977814e-05,227528_2
-3.3836384980516938e-06,226027_2
1.2917118988638478e-06,225929_2
-3.75508770272991e-06,225935_2
-3.756056824845122e-06,225934_2
-2.950265768451332e-05,225915_2
0.00012524361822020502,225914_2
-1.1960178665670362e-05,229296_2
0.0,228355_2
0.0,228341_2
0.0,221733_2
0.0,226038_2
0.0,227973_2
0.0,227534_2
0.0,229760_2
0.0,229764_2
0.0,226877_2
0.0,228383_2
0.0,229709_2
0.0,226030_2
0.0,225937_2
8.954556790700013e-08,224277_2
7.554164958057693e-07,225792_2
6.404411065525696e-07,229351_2
-6.836434928540063e-07,224275_2
-5.493197355325513e-07,225402_2
-1.2718690691512763e-06,225459_2
2.034523021425233e-06,224263_2
-1.5643608694361297e-07,224270_2
1.6940740480389763e-06,225432_2
3.242811088574528e-06,225752_2
-4.967644769141383e-07,224274_2
9.405781000789241e-07,224264_2
-4.512499041388232e-08,225315_2
-5.296068549911682e-07,224276_2
-1.1957206036322333e-08,229532_2
2.255204687856339e-06,221217_2
-2.071350389494647e-07,225794_2
3.227555986478189e-07,224272_2
-3.03466545050502e-07,224560_2
2.062333685671576e-07,225789_2
-3.529569694120748e-07,221216_2
3.898572975671001e-08,225400_2
1.1174014414770688e-07,225817_2
-6.793315297650965e-07,225469_2
-4.1487543856760397e-07,225966_2
1.8747079632152884e-07,224267_2
8.257852416907889e-07,224385_2
1.8317291554859203e-06,221214_2
-3.1016376592614987e-07,224269_2
8.960302451397405e-07,223253_2
3.4697098564974464e-07,225401_2
2.4313757351403637e-07,225451_2
-6.640296553091375e-08,225464_2
2.225636112197595e-09,225466_2
-7.103039445952973e-08,225202_2
-8.935320790665719e-08,225441_2
3.6108396176713214e-07,221255_2
6.189963699426125e-07,229581_2
1.58909330135823e-08,228286_2
3.153257875144776e-07,229516_2
-1.1902545223193184e-07,229525_2
3.6366160839707277e-07,229614_2
-1.550491192560312e-07,224268_2
3.0652796392981623e-07,225454_2
-6.065448687891205e-08,225203_2
9.635444473009762e-07,221223_2
9.75549245940532e-07,228128_2
1.1216320942007262e-06,229580_2
-7.19337408988577e-08,224566_2
6.821946485029987e-08,225816_2
-4.939549006035026e-07,225470_2
-4.77021650597776e-09,225814_2
-6.811718246118898e-08,229526_2
-7.016776872540242e-07,228129_2
-3.533381761454495e-06,227194_2
0.0,226477_2
-1.5031924174318685e-07,225204_2
7.686485070016437e-07,225457_2
-4.638166027142902e-07,225439_2
4.125316910632974e-07,228130_2
-4.4766654685509444e-08,229380_2
6.983571020637795e-08,225433_2
-1.7973912456625213e-08,229579_2
2.3537806289247634e-07,225465_2
1.6033815674400113e-07,229366_2
1.6335014662080248e-07,225462_2
0.0,225406_2
0.0,229468_2
-1.7218672334284406e-07,225802_2
-2.0973844769939699e-07,227719_2
-7.308045996885071e-08,225430_2
-2.069955282396799e-08,229531_2
0.0,225448_2
-3.084776540013694e-08,226124_2
0.0,224273_2
1.9126996034435278e-07,225445_2
-1.9868223669149656e-07,227550_2
-8.696582924604321e-08,225427_2
